gps_fix_at,server_upload_at,longitude,latitude,accuracy,altitude,bearing,location_provider,user_id
2017-10-30 08:16:44,2017-10-30 08:18:23,34.543601,0.511742,4801.0,0.0,0.0,fused,6
2017-11-06 14:48:39,2017-11-06 14:49:54,34.527348,0.497176,3062.0,0.0,0.0,fused,6
2017-11-06 14:10:43,2017-11-06 14:12:40,34.568863,0.528154,1115.92,0.0,0.0,fused,6
2017-05-09 19:30:03,2017-05-09 19:32:54,34.715273,-0.06681,3022.0,0.0,0.0,fused,6
2017-11-06 14:04:38,2017-11-06 14:08:16,34.545601,0.49331,568.78,0.0,0.0,fused,6
2017-05-21 17:22:06,2017-05-21 17:53:17,34.726815,-0.080403,3020.0,0.0,0.0,fused,6
2017-12-31 10:18:17,2017-12-31 10:19:00,34.569248,0.534107,2993.0,0.0,0.0,fused,6
2017-11-02 15:19:29,2017-11-02 15:20:49,34.55319,0.516476,2893.0,0.0,0.0,fused,6
2017-06-04 15:19:43,2017-06-04 15:24:42,34.708085,-0.05393,2892.0,0.0,0.0,fused,6
2017-05-10 15:54:52,2017-05-10 15:56:58,34.552673,0.53383,3000.0,0.0,0.0,fused,6
2017-05-10 06:04:18,2017-05-10 06:15:15,34.710321,-0.079971,3144.0,0.0,0.0,fused,6
2017-02-26 18:26:15,2017-02-26 18:39:21,34.805034,-0.079304,34.5,0.0,0.0,fused,8
2016-05-21 17:09:38,2016-05-21 17:16:09,34.820093,-0.335586,4388.0,-1.0,-1.0,network,8
2016-08-19 13:22:33,2016-08-19 13:22:31,34.781284,-0.095279,2129.0,-1.0,-1.0,network,8
2016-06-19 07:13:19,2016-06-19 07:18:27,34.768971,-0.084878,2347.0,-1.0,-1.0,network,8
2016-05-09 13:10:59,2016-05-09 13:18:05,34.79182,-0.100796,2031.0,-1.0,-1.0,network,8
2016-04-21 12:55:53,2016-04-21 12:57:22,34.752856,-0.115429,2206.0,-1.0,-1.0,network,8
2016-11-20 13:55:34,2016-11-20 13:54:46,34.757401,-0.100483,2100.0,0.0,0.0,fused,8
2016-04-27 07:04:22,2016-04-27 07:05:37,34.748595,-0.096791,2030.0,-1.0,-1.0,network,8
2016-05-04 04:07:21,2016-05-04 04:08:08,34.772265,-0.068815,2460.0,-1.0,-1.0,network,8
2017-01-05 16:58:30,2017-01-05 17:22:32,34.764394,-0.081022,1800.0,0.0,0.0,fused,8
2016-04-27 07:04:04,2016-04-27 07:05:18,34.753011,-0.119307,2030.0,-1.0,-1.0,network,8
2016-04-18 12:12:35,2016-04-18 12:14:12,34.773758,-0.095276,1993.0,-1.0,-1.0,network,8
2016-05-09 13:13:27,2016-05-09 13:20:30,34.764245,-0.093782,2031.0,-1.0,-1.0,network,8
2016-06-05 07:08:22,2016-06-05 07:14:09,34.768363,-0.091461,2386.0,-1.0,-1.0,network,8
2016-06-25 17:16:41,2016-06-25 17:22:06,34.743779,-0.103675,2045.0,-1.0,-1.0,network,8
2016-08-28 11:58:56,2016-08-28 11:58:54,34.739209,-0.09291,2128.0,-1.0,-1.0,network,8
2016-09-05 13:39:58,2016-09-05 13:39:56,34.732945,-0.108786,33.0,-1.0,-1.0,network,8
2016-05-21 18:55:17,2016-05-21 19:01:54,34.750465,-0.344313,3636.0,-1.0,-1.0,network,8
2016-05-09 13:12:48,2016-05-09 13:19:52,34.749181,-0.0915,2031.0,-1.0,-1.0,network,8
2016-08-20 13:29:41,2016-08-20 13:29:45,34.753088,-0.120065,2037.0,-1.0,-1.0,network,8
2016-08-08 09:31:16,2016-08-08 09:36:49,34.760105,-0.065917,2118.0,-1.0,-1.0,network,8
2016-06-03 14:13:40,2016-06-03 14:19:32,34.755109,-0.122907,1922.0,-1.0,-1.0,network,8
2016-05-03 13:08:21,2016-05-03 13:09:10,34.719827,-0.111175,2033.0,-1.0,-1.0,network,8
2016-07-11 13:03:45,2016-07-11 13:03:45,34.75607,-0.089548,2049.0,-1.0,-1.0,network,8
2016-09-29 12:16:13,2016-09-29 12:16:20,34.776267,-0.116591,2385.0,-1.0,-1.0,network,8
2016-04-22 16:14:38,2016-04-22 16:16:04,34.771438,-0.110664,2080.0,-1.0,-1.0,network,8
2016-04-18 12:04:38,2016-04-18 12:06:19,34.744515,-0.101153,1993.0,-1.0,-1.0,network,8
2016-08-20 13:29:52,2016-08-20 13:29:55,34.74622,-0.090408,2037.0,-1.0,-1.0,network,8
2016-09-15 15:31:09,2016-09-15 15:39:46,34.762966,-0.10189,2342.0,-1.0,-1.0,network,8
2016-06-05 07:09:26,2016-06-05 07:15:15,34.769499,-0.085218,2386.0,-1.0,-1.0,network,8
2016-05-09 13:14:14,2016-05-09 13:21:18,34.743762,-0.102508,2031.0,-1.0,-1.0,network,8
2016-05-09 13:14:00,2016-05-09 13:21:07,34.772735,-0.103323,2031.0,-1.0,-1.0,network,8
2016-07-04 12:07:15,2016-07-04 12:07:13,34.734025,-0.111861,2046.0,-1.0,-1.0,network,8
2016-09-29 12:26:40,2016-09-29 12:26:44,34.745526,-0.0995,2385.0,-1.0,-1.0,network,8
2016-11-25 16:45:05,2016-11-25 16:45:14,34.791956,-0.061084,2500.0,0.0,0.0,fused,8
2016-05-14 18:41:16,2016-05-14 18:48:05,34.80129,-0.059453,2462.0,-1.0,-1.0,network,8
2016-10-02 15:02:57,2016-10-02 15:07:21,34.755054,-0.099743,2385.0,-1.0,-1.0,network,8
2016-10-11 22:58:02,2016-10-12 04:55:46,34.803765,-0.331761,3903.0,0.0,0.0,fused,8
2016-11-20 13:55:40,2016-11-20 13:56:10,34.781168,-0.109158,2100.0,0.0,0.0,fused,8
2016-08-29 15:54:00,2016-08-29 15:54:01,34.75694,-0.110792,40.5,-1.0,-1.0,network,8
2016-07-11 12:52:17,2016-07-11 12:52:18,34.745861,-0.132052,2276.0,-1.0,-1.0,network,8
2016-09-10 11:24:46,2016-09-10 11:24:59,34.739644,-0.097205,39.0,-1.0,-1.0,network,8
2016-07-11 12:53:24,2016-07-11 12:53:25,34.753449,-0.092304,2276.0,-1.0,-1.0,network,8
2016-04-18 14:40:05,2016-04-18 14:41:40,34.770356,-0.111982,2025.0,-1.0,-1.0,network,8
2016-07-06 10:53:35,2016-07-06 10:53:41,34.783938,-0.100161,1911.0,-1.0,-1.0,network,8
2016-04-26 15:00:45,2016-04-26 15:02:03,34.932386,-0.294213,3975.0,-1.0,-1.0,network,8
2016-08-15 10:48:59,2016-08-15 10:54:48,34.771148,-0.109144,2037.0,-1.0,-1.0,network,8
2016-08-15 10:47:33,2016-08-15 10:53:20,34.775469,-0.120524,2037.0,-1.0,-1.0,network,8
2016-08-09 11:14:31,2016-08-09 11:20:05,34.746961,-0.095364,2079.0,-1.0,-1.0,network,8
2016-04-18 12:13:27,2016-04-18 12:15:04,34.728135,-0.097107,1993.0,-1.0,-1.0,network,8
2016-07-11 12:56:45,2016-07-11 12:56:47,34.747836,-0.090595,2276.0,-1.0,-1.0,network,8
2016-07-06 10:53:21,2016-07-06 10:53:30,34.768478,-0.091056,1911.0,-1.0,-1.0,network,8
2016-07-14 20:12:15,2016-07-14 20:12:33,34.754514,-0.086486,2697.0,-1.0,-1.0,network,8
2016-06-19 07:14:55,2016-06-19 07:20:04,34.76171,-0.090342,2347.0,-1.0,-1.0,network,8
2016-08-02 11:19:18,2016-08-02 11:24:34,34.791612,-0.090431,2468.0,-1.0,-1.0,network,8
2016-04-27 07:05:16,2016-04-27 07:06:29,34.766453,-0.103518,2030.0,-1.0,-1.0,network,8
2016-07-11 14:05:51,2016-07-11 14:05:51,34.73572,-0.08397,2049.0,-1.0,-1.0,network,8
2016-11-20 13:55:29,2016-11-20 13:54:44,34.740363,-0.097881,2100.0,0.0,0.0,fused,8
2016-07-11 12:52:04,2016-07-11 12:52:04,34.778138,-0.090071,2276.0,-1.0,-1.0,network,8
2016-11-25 04:32:11,2016-11-25 04:43:44,34.769172,-0.058954,1000.0,0.0,0.0,fused,8
2017-02-26 18:26:15,2017-02-26 18:39:21,34.801454,-0.064935,34.5,0.0,0.0,fused,8
2016-08-28 13:11:12,2016-08-28 13:11:15,34.749684,-0.064122,33.0,-1.0,-1.0,network,8
2016-07-06 11:24:14,2016-07-06 11:24:23,34.754289,-0.076531,2046.0,-1.0,-1.0,network,8
2016-06-19 07:14:24,2016-06-19 07:19:33,34.780284,-0.06146,2347.0,-1.0,-1.0,network,8
2016-07-06 10:53:08,2016-07-06 10:53:14,34.783929,-0.096964,1911.0,-1.0,-1.0,network,8
2016-08-09 11:16:10,2016-08-09 11:21:44,34.763008,-0.102709,2079.0,-1.0,-1.0,network,8
2016-09-05 13:37:44,2016-09-05 13:38:05,34.766095,-0.094559,37.5,-1.0,-1.0,network,8
2016-08-02 11:19:22,2016-08-02 11:24:37,34.771097,-0.087437,2468.0,-1.0,-1.0,network,8
2016-04-30 15:09:30,2016-04-30 15:10:29,34.752948,-0.082959,2030.0,-1.0,-1.0,network,8
2016-07-06 11:23:24,2016-07-06 11:23:30,34.773642,-0.112052,2046.0,-1.0,-1.0,network,8
2016-07-26 16:51:53,2016-07-26 16:58:31,34.78524,-0.052795,3075.0,-1.0,-1.0,network,8
2016-07-11 12:57:23,2016-07-11 12:57:24,34.774638,-0.074943,2276.0,-1.0,-1.0,network,8
2016-07-06 11:22:30,2016-07-06 11:22:41,34.784481,-0.1133,2046.0,-1.0,-1.0,network,8
2016-09-05 13:39:09,2016-09-05 13:39:08,34.751274,-0.110328,33.0,-1.0,-1.0,network,8
2016-07-11 12:55:13,2016-07-11 12:55:14,34.756534,-0.120613,2276.0,-1.0,-1.0,network,8
2016-09-15 15:30:08,2016-09-15 15:38:47,34.75366,-0.12185,2342.0,-1.0,-1.0,network,8
2016-07-11 12:09:55,2016-07-11 12:09:54,34.785135,-0.129617,2049.0,-1.0,-1.0,network,8
2016-05-03 13:07:45,2016-05-03 13:08:32,34.736298,-0.094582,2033.0,-1.0,-1.0,network,8
2016-07-11 12:45:05,2016-07-11 12:45:06,34.707326,-0.076342,2276.0,-1.0,-1.0,network,8
2016-08-08 09:47:43,2016-08-08 09:53:15,34.784154,-0.088188,2118.0,-1.0,-1.0,network,8
2016-09-29 09:58:38,2016-09-29 09:58:38,34.751807,-0.071355,2154.0,-1.0,-1.0,network,8
2016-07-11 14:07:41,2016-07-11 14:07:44,34.734209,-0.117928,2049.0,-1.0,-1.0,network,8
2016-06-25 17:15:19,2016-06-25 17:20:45,34.756452,-0.0993,2045.0,-1.0,-1.0,network,8
2016-05-21 17:09:29,2016-05-21 17:16:00,34.801036,-0.301243,4388.0,-1.0,-1.0,network,8
2016-08-19 11:59:45,2016-08-19 11:59:44,34.773174,-0.096341,2129.0,-1.0,-1.0,network,8
2016-12-23 18:27:43,2016-12-23 18:42:00,34.778765,-0.043074,2785.0,0.0,0.0,fused,8
2016-09-29 09:58:38,2016-09-29 09:58:38,34.754442,-0.118035,2154.0,-1.0,-1.0,network,8
2016-07-11 12:57:55,2016-07-11 12:57:56,34.770486,-0.107494,2276.0,-1.0,-1.0,network,8
2016-10-06 15:13:44,2016-10-07 00:56:17,34.771832,-0.104295,2097.0,0.0,0.0,fused,8
2016-06-25 17:16:42,2016-06-25 17:22:07,34.75912,-0.114623,2045.0,-1.0,-1.0,network,8
2016-07-06 11:23:48,2016-07-06 11:24:02,34.762002,-0.093413,2046.0,-1.0,-1.0,network,8
2016-07-11 14:05:45,2016-07-11 14:05:47,34.782683,-0.097635,2049.0,-1.0,-1.0,network,8
2016-07-11 13:05:39,2016-07-11 13:05:38,34.745766,-0.098177,2049.0,-1.0,-1.0,network,8
2016-07-06 11:29:32,2016-07-06 11:29:43,34.76244,-0.106854,2046.0,-1.0,-1.0,network,8
2016-04-22 16:14:07,2016-04-22 16:15:38,34.764282,-0.068276,2080.0,-1.0,-1.0,network,8
2016-05-03 13:06:54,2016-05-03 13:07:42,34.751522,-0.137077,2033.0,-1.0,-1.0,network,8
2016-05-14 18:41:19,2016-05-14 18:48:07,34.789908,-0.055083,2462.0,-1.0,-1.0,network,8
2016-07-11 13:07:10,2016-07-11 13:07:10,34.761836,-0.098526,2049.0,-1.0,-1.0,network,8
2016-07-11 12:43:50,2016-07-11 12:43:50,34.728504,-0.126487,2276.0,-1.0,-1.0,network,8
2016-05-14 17:36:02,2016-05-14 17:42:50,34.747267,-0.083337,2080.0,-1.0,-1.0,network,8
2016-07-11 13:04:41,2016-07-11 13:04:41,34.755413,-0.11171,2049.0,-1.0,-1.0,network,8
2016-07-11 12:56:23,2016-07-11 12:56:22,34.771569,-0.100493,2276.0,-1.0,-1.0,network,8
2016-06-09 13:59:47,2016-06-09 14:01:07,34.780995,-0.080701,2007.0,-1.0,-1.0,network,8
2016-10-11 22:58:02,2016-10-12 04:53:17,34.803527,-0.337137,3903.0,0.0,0.0,fused,8
2016-05-14 17:35:53,2016-05-14 17:42:41,34.732934,-0.091085,2080.0,-1.0,-1.0,network,8
2016-10-05 07:43:26,2016-10-05 07:43:42,34.756031,-0.082448,77.03,0.0,0.0,fused,8
2016-08-09 11:15:41,2016-08-09 11:21:13,34.766602,-0.087969,2079.0,-1.0,-1.0,network,8
2016-07-11 12:40:29,2016-07-11 12:40:28,34.772169,-0.125658,2049.0,-1.0,-1.0,network,8
2016-07-11 12:11:31,2016-07-11 12:11:31,34.769896,-0.107311,2049.0,-1.0,-1.0,network,8
2016-05-04 04:08:24,2016-05-04 04:09:09,34.80469,-0.026234,2460.0,-1.0,-1.0,network,8
2016-06-22 15:36:47,2016-06-22 15:40:42,34.736675,-0.094162,2040.0,-1.0,-1.0,network,8
2016-07-06 11:30:19,2016-07-06 11:30:31,34.75262,-0.080097,2046.0,-1.0,-1.0,network,8
2016-07-06 11:29:57,2016-07-06 11:30:11,34.755386,-0.093941,2046.0,-1.0,-1.0,network,8
2016-08-28 11:58:25,2016-08-28 11:58:22,34.751792,-0.089816,2128.0,-1.0,-1.0,network,8
2016-08-19 11:58:58,2016-08-19 11:58:56,34.759895,-0.116273,2129.0,-1.0,-1.0,network,8
2016-08-19 12:00:34,2016-08-19 12:00:34,34.751777,-0.102702,2129.0,-1.0,-1.0,network,8
2016-07-11 13:03:50,2016-07-11 13:03:49,34.757366,-0.108989,2049.0,-1.0,-1.0,network,8
2016-07-11 12:57:07,2016-07-11 12:57:14,34.766937,-0.077712,2276.0,-1.0,-1.0,network,8
2016-05-04 04:07:21,2016-05-04 04:08:08,34.793365,-0.062565,2460.0,-1.0,-1.0,network,8
2016-04-18 12:04:57,2016-04-18 12:06:35,34.749123,-0.090855,1993.0,-1.0,-1.0,network,8
2016-09-30 09:58:47,2016-09-30 09:58:46,34.761106,-0.114847,21.77,-1.0,-1.0,network,8
2016-04-27 07:04:22,2016-04-27 07:05:37,34.743696,-0.104015,2030.0,-1.0,-1.0,network,8
2016-05-14 18:40:47,2016-05-14 18:47:36,34.756076,-0.064286,2462.0,-1.0,-1.0,network,8
2016-09-05 13:39:09,2016-09-05 13:39:08,34.752325,-0.112598,33.0,-1.0,-1.0,network,8
2016-05-14 18:41:19,2016-05-14 18:48:07,34.799796,-0.064946,2462.0,-1.0,-1.0,network,8
2016-07-11 12:53:37,2016-07-11 12:53:37,34.751384,-0.114287,2276.0,-1.0,-1.0,network,8
2016-07-11 12:51:46,2016-07-11 12:51:46,34.753808,-0.086839,2276.0,-1.0,-1.0,network,8
2016-04-30 15:09:30,2016-04-30 15:10:29,34.751645,-0.090501,2030.0,-1.0,-1.0,network,8
2016-08-28 11:58:25,2016-08-28 11:58:22,34.770332,-0.083127,2128.0,-1.0,-1.0,network,8
2016-07-26 16:51:53,2016-07-26 16:58:31,34.754604,-0.071867,3075.0,-1.0,-1.0,network,8
